"accident_index","longitude","latitude","severity","number_of_casualties","district","speed_limit","road_class","police_force"
"2023010420448","-0.371368","51.43747","Slight","1","Richmond upon Thames","20","Unclassified","1"
"2023010420451","-0.167062","51.410434","Slight","1","Merton","20","C","1"
"2023010420455","-0.128592","51.387659","Slight","1","Croydon","30","Not at junction or within 20 metres","1"
"2023010420456","-0.129916","51.430242","Slight","1","Lambeth","30","A","1"
"2023010420457","-0.074465","51.557597","Slight","1","Hackney","30","A","1"
"2023010420458","-0.224584","51.488628","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010420459","0.209259","51.604891","Slight","2","Havering","30","C","1"
"2023010420463","-0.065354","51.490443","Slight","1","Southwark","30","Unclassified","1"
"2023010420466","-0.137257","51.498739","Slight","1","Westminster","20","Unclassified","1"
"2023010420468","-0.158241","51.458523","Slight","1","Wandsworth","30","Unclassified","1"
"2023010420469","-0.077666","51.47445","Slight","1","Southwark","30","B","1"
"2023010420472","-0.376577","51.570025","Slight","1","Harrow","30","Unclassified","1"
"2023010420473","-0.016621","51.427049","Serious","1","Lewisham","30","Unclassified","1"
"2023010420477","0.238156","51.603696","Slight","1","Havering","30","Unclassified","1"
"2023010420480","-0.226432","51.448783","Slight","1","Wandsworth","20","Unclassified","1"
"2023010420481","-0.138163","51.636517","Serious","2","Enfield","30","B","1"
"2023010420495","-0.144421","51.519229","Slight","1","Westminster","20","Unclassified","1"
"2023010420499","-0.01248","51.463795","Slight","1","Lewisham","30","Unclassified","1"
"2023010420500","-0.145543","51.522107","Slight","1","Westminster","20","C","1"
"2023010420501","-0.198514","51.518553","Slight","1","Westminster","20","B","1"
"2023010420502","-0.057221","51.532988","Serious","2","Tower Hamlets","20","Not at junction or within 20 metres","1"
"2023010420504","-0.144639","51.559591","Slight","1","Camden","30","Unclassified","1"
"2023010420508","-0.098507","51.382876","Slight","1","Croydon","20","A","1"
"2023010420521","-0.427061","51.576881","Slight","1","Hillingdon","30","B","1"
"2023010420525","-0.191203","51.470951","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010420529","-0.102368","51.44827","Slight","4","Lambeth","20","Unclassified","1"
"2023010420530","-0.136959","51.46824","Slight","1","Lambeth","30","Unclassified","1"
"2023010420534","-0.208828","51.495933","Serious","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010420536","-0.048125","51.683119","Slight","1","Enfield","70","A","1"
"2023010420537","-0.086149","51.57446","Slight","2","Hackney","30","A","1"
"2023010420539","-0.279652","51.493567","Slight","1","Hounslow","20","Unclassified","1"
"2023010420542","-0.230468","51.536422","Slight","1","Brent","30","C","1"
"2023010420547","-0.149049","51.480779","Slight","1","Wandsworth","30","A","1"
"2023010420550","-0.124298","51.446249","Slight","1","Lambeth","30","Unclassified","1"
"2023010420552","-0.072315","51.582507","Slight","1","Haringey","30","A","1"
"2023010420556","-0.083322","51.52982","Slight","1","Hackney","20","B","1"
"2023010420559","-0.117633","51.458175","Slight","1","Lambeth","30","Unclassified","1"
"2023010420560","-0.375833","51.510729","Slight","1","Ealing","20","Unclassified","1"
"2023010420561","-0.168234","51.537876","Slight","1","Westminster","20","C","1"
"2023010420562","-0.217759","51.517372","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010420563","-0.220991","51.558687","Slight","1","Brent","20","Unclassified","1"
"2023010420565","-0.075237","51.460319","Serious","1","Southwark","20","Unclassified","1"
"2023010420567","-0.099194","51.499747","Slight","1","Southwark","20","Unclassified","1"
"2023010420570","-0.105039","51.635187","Slight","1","Enfield","20","Unclassified","1"
"2023010420572","0.001211","51.390703","Slight","2","Bromley","30","Not at junction or within 20 metres","1"
"2023010420573","-0.064399","51.52183","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010420574","-0.225271","51.368066","Slight","1","Sutton","30","Not at junction or within 20 metres","1"
"2023010420583","-0.326429","51.500188","Slight","1","Ealing","20","Unclassified","1"
"2023010420585","-0.206333","51.449368","Slight","1","Wandsworth","20","Unclassified","1"
"2023010420587","-0.121333","51.407327","Slight","1","Croydon","20","Not at junction or within 20 metres","1"
"2023010420588","0.057857","51.546502","Slight","1","Newham","30","Not at junction or within 20 metres","1"
"2023010420589","-0.10646","51.503443","Slight","1","Southwark","20","B","1"
"2023010420595","-0.019034","51.583625","Slight","1","Waltham Forest","30","C","1"
"2023010420597","-0.100759","51.46658","Serious","1","Lambeth","30","Unclassified","1"
"2023010420599","-0.101004","51.587156","Slight","2","Haringey","20","A","1"
"2023010420601","-0.21353","51.494296","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010420613","0.049508","51.536262","Slight","1","Newham","20","Unclassified","1"
"2023010420616","-0.065093","51.65056","Slight","1","Enfield","20","Unclassified","1"
"2023010420618","-0.094243","51.568315","Slight","1","Hackney","20","Unclassified","1"
"2023010420621","-0.072991","51.567555","Slight","1","Hackney","30","Unclassified","1"
"2023010420622","-0.01659","51.529008","Slight","1","Tower Hamlets","30","Not at junction or within 20 metres","1"
"2023010420623","-0.098468","51.587385","Slight","1","Haringey","20","C","1"
"2023010420624","-0.128162","51.388335","Slight","1","Croydon","30","Unclassified","1"
"2023010420625","-0.30519","51.508417","Slight","1","Ealing","20","Unclassified","1"
"2023010420636","-0.213216","51.492754","Serious","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010420638","-0.33698","51.426016","Slight","1","Richmond upon Thames","20","Unclassified","1"
"2023010420639","0.048026","51.503563","Slight","1","Newham","20","Unclassified","1"
"2023010420641","-0.146437","51.57711","Slight","1","Haringey","30","Not at junction or within 20 metres","1"
"2023010420643","-0.098086","51.439469","Slight","1","Lambeth","30","C","1"
"2023010420644","-0.400896","51.516415","Serious","1","Hillingdon","50","Not at junction or within 20 metres","1"
"2023010420645","-0.141781","51.455143","Serious","1","Lambeth","20","Unclassified","1"
"2023010420646","-0.253537","51.558682","Slight","1","Brent","40","A","1"
"2023010420656","0.047898","51.366892","Slight","1","Bromley","40","Unclassified","1"
"2023010420659","-0.028218","51.542504","Slight","1","Hackney","40","Not at junction or within 20 metres","1"
"2023010420660","-0.053032","51.367075","Slight","1","Croydon","20","C","1"
"2023010420663","0.126612","51.551777","Serious","2","Barking and Dagenham","30","Unclassified","1"
"2023010420665","0.0066","51.585213","Slight","1","Waltham Forest","30","Unclassified","1"
"2023010420666","-0.046253","51.484389","Slight","1","Lewisham","30","Unclassified","1"
"2023010420667","-0.418325","51.455908","Serious","1","Hounslow","30","Unclassified","1"
"2023010420673","-0.067464","51.473941","Slight","1","Southwark","20","Unclassified","1"
"2023010420675","-0.053238","51.550646","Slight","1","Hackney","20","Unclassified","1"
"2023010420676","-0.159645","51.49947","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010420685","-0.085005","51.597903","Slight","1","Haringey","30","Unclassified","1"
"2023010420697","0.178442","51.580179","Slight","1","Havering","30","A","1"
"2023010420699","-0.213863","51.482476","Slight","1","Hammersmith and Fulham","20","A","1"
"2023010420700","-0.041506","51.482233","Slight","1","Lewisham","20","B","1"
"2023010420705","-0.405873","51.548054","Slight","1","Hillingdon","40","Not at junction or within 20 metres","1"
"2023010420714","-0.035343","51.499621","Slight","1","Southwark","20","Unclassified","1"
"2023010420715","-0.195157","51.368874","Slight","2","Sutton","30","Not at junction or within 20 metres","1"
"2023010420718","-0.070518","51.445242","Serious","1","Southwark","20","Unclassified","1"
"2023010420725","-0.198206","51.547522","Slight","1","Camden","20","Unclassified","1"
"2023010420728","0.217891","51.551742","Serious","1","Havering","30","Unclassified","1"
"2023010420730","-0.327919","51.625507","Slight","1","Harrow","30","Unclassified","1"
"2023010420732","-0.22155","51.545837","Slight","1","Brent","30","C","1"
"2023010420735","-0.190702","51.521463","Slight","1","Westminster","20","Unclassified","1"
"2023010420736","-0.406653","51.517887","Slight","1","Hillingdon","30","C","1"
"2023010420738","-0.29344","51.553658","Slight","1","Brent","20","A","1"
"2023010420739","-0.088701","51.506375","Serious","1","Southwark","20","A","1"
"2023010420743","0.281519","51.578535","Slight","1","Havering","70","Not at junction or within 20 metres","1"
"2023010420750","-0.040903","51.670131","Slight","1","Enfield","30","Unclassified","1"
"2023010420752","-0.06345","51.611757","Slight","1","Enfield","20","Unclassified","1"
"2023010420753","-0.27179","51.514422","Slight","1","Ealing","20","Unclassified","1"
"2023010420754","-0.217014","51.478127","Serious","3","Hammersmith and Fulham","30","Unclassified","1"
"2023010420755","-0.099437","51.377432","Serious","1","Croydon","30","Not at junction or within 20 metres","1"
"2023010420756","-0.025758","51.605977","Slight","1","Waltham Forest","50","Not at junction or within 20 metres","1"
"2023010420757","0.281224","51.538333","Slight","1","Havering","70","Not at junction or within 20 metres","1"
"2023010420758","-0.190487","51.384557","Slight","1","Sutton","30","A","1"
"2023010420760","-0.024472","51.377748","Slight","1","Bromley","30","C","1"
"2023010420765","-0.206353","51.469781","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010420767","-0.129444","51.464344","Slight","1","Lambeth","30","Unclassified","1"
"2023010420768","-0.264121","51.489436","Slight","1","Hounslow","20","Not at junction or within 20 metres","1"
"2023010420770","-0.306337","51.500025","Slight","1","Ealing","20","Unclassified","1"
"2023010420771","-0.285757","51.41794","Serious","1","Kingston upon Thames","30","Unclassified","1"
"2023010420774","-0.170452","51.539008","Serious","1","Camden","20","Unclassified","1"
"2023010420777","-0.097593","51.653924","Slight","1","Enfield","30","A","1"
"2023010420779","-0.408989","51.516192","Slight","1","Hillingdon","20","Unclassified","1"
"2023010420782","-0.257886","51.470108","Slight","2","Richmond upon Thames","30","Unclassified","1"
"2023010420783","-0.305031","51.635295","Slight","1","Barnet","30","Not at junction or within 20 metres","1"
"2023010420784","0.012918","51.37775","Slight","1","Bromley","30","Unclassified","1"
"2023010420787","-0.16327","51.51396","Serious","1","Westminster","20","Unclassified","1"
"2023010420795","-0.12331","51.584287","Slight","1","Haringey","20","C","1"
"2023010420797","-0.124121","51.561072","Slight","1","Islington","30","C","1"
"2023010420799","-0.3716","51.487569","Slight","2","Hounslow","20","A","1"
"2023010420802","-0.047296","51.509865","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010420803","-0.114996","51.513086","Slight","1","Westminster","20","A","1"
"2023010420804","-0.16622","51.517306","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010420806","-0.409982","51.570842","Slight","2","Hillingdon","30","Unclassified","1"
"2023010420809","-0.460623","51.522762","Slight","1","Hillingdon","30","Unclassified","1"
"2023010420810","-0.279944","51.584879","Slight","1","Brent","20","Not at junction or within 20 metres","1"
"2023010420813","-0.197483","51.509608","Slight","1","Kensington and Chelsea","20","B","1"
"2023010420815","-0.127527","51.388029","Serious","1","Croydon","30","Unclassified","1"
"2023010420816","0.140996","51.574546","Slight","1","Barking and Dagenham","30","Not at junction or within 20 metres","1"
"2023010420818","-0.145647","51.555749","Slight","1","Camden","20","Unclassified","1"
"2023010420820","-0.049036","51.396532","Slight","2","Bromley","30","Unclassified","1"
"2023010420821","-0.402129","51.575052","Slight","1","Hillingdon","30","Unclassified","1"
"2023010420824","-0.369207","51.532425","Slight","1","Ealing","20","Unclassified","1"
"2023010420825","-0.071648","51.606119","Slight","1","Haringey","20","Unclassified","1"
"2023010420826","-0.441559","51.517933","Serious","1","Hillingdon","30","C","1"
"2023010420827","-0.171572","51.512129","Slight","1","Westminster","20","Unclassified","1"
"2023010420831","-0.199498","51.60574","Slight","1","Barnet","20","Unclassified","1"
"2023010420832","-0.063375","51.445367","Slight","1","Lewisham","20","Not at junction or within 20 metres","1"
"2023010420833","-0.095216","51.639227","Slight","1","Enfield","30","C","1"
"2023010420836","0.089487","51.355177","Slight","1","Bromley","30","Unclassified","1"
"2023010420839","-0.370381","51.494692","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010420840","0.145234","51.473533","Slight","1","Bexley","30","C","1"
"2023010420848","-0.206078","51.588665","Slight","1","Barnet","40","A","1"
"2023010420849","-0.100494","51.500694","Slight","1","Southwark","20","Unclassified","1"
"2023010420851","-0.151043","51.417556","Slight","1","Merton","20","Unclassified","1"
"2023010420854","-0.073608","51.545101","Slight","1","Hackney","30","Unclassified","1"
"2023010420856","-0.331869","51.583956","Slight","1","Harrow","30","C","1"
"2023010420862","-0.242841","51.502293","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010420863","-0.282996","51.537589","Slight","1","Ealing","50","Not at junction or within 20 metres","1"
"2023010420866","-0.036788","51.527351","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010420869","-0.107758","51.526386","Slight","1","Islington","20","C","1"
"2023010420870","-0.446144","51.448817","Slight","1","Hounslow","20","A","1"
"2023010420872","-0.302698","51.513812","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010420873","-0.230659","51.586134","Slight","1","Barnet","40","A","1"
"2023010420876","-0.030409","51.518476","Slight","2","Tower Hamlets","20","Unclassified","1"
"2023010420881","-0.17215","51.491572","Slight","1","Kensington and Chelsea","30","B","1"
"2023010420884","-0.437927","51.454714","Slight","1","Hounslow","20","Unclassified","1"
